id,city,country,weeds,garden,date
1191076a-0627-455f-b2ff-64342967756d,Vaduz,Costa Rica,Bindweed,Clover,1965-10-20
ac6c8112-2946-4223-8c67-e606a46bc6d1,South Tarawa,Sweden,Creeping buttercup,"Strawberry ",1924-09-21
188a5840-bd80-459f-8dc3-7e19a46d8db6,Zanzibar City,Bosnia and Herzegovina,Purslane,Plantain,1931-05-18
0faf9140-c164-402e-bc0e-0ffae1c27e3c,Rio Branco,Seychelles,Bindweed,Cucumber,1974-09-23
730d4abc-ceea-4cac-88ca-6ab401a85cd5,Chittagong,Ukraine,Clover,Chickweed,1967-03-06
c4624d92-1582-404b-bb98-ee33e29d130a,Ponta Delgada,Bolivia,Chickweed,Clover,1923-07-31
3199af85-b094-40b2-b4ff-c20bc4e9c05b,Almaty,Mayotte,Japanese knotweed,Clover,1968-01-12
b70c538e-b3c9-4181-bda0-afa969fc52e0,San Fernando,Puerto Rico,Plantain,"Strawberry ",2017-02-09
80857052-e71f-446c-a72e-dd29b886e8ff,Providence,Ecuador,Chickweed,Clover,2008-08-22
6bfb3cef-9bab-4a07-929f-99d76f250a53,Palma,Seychelles,Bindweed,Plantain,1993-07-22
8f80f8d6-e719-4399-9bbf-2c6a03e2fd2b,Tirana,Czech Republic,Plantain,Chickweed,1954-07-13
72477b98-a3df-4c37-8c31-64cc4eabb7c9,Thiès,Bhutan,Chickweed,Plantain,1956-07-27
51c7b595-488b-4762-80ae-a6a512861c3f,São Tomé,Liberia,Japanese knotweed,Clover,1948-12-26
f2c97ff4-fda4-452b-9239-083b0f120e1b,Manila,Monaco,Crabgrass,Clover,1965-01-19
a60b3a80-88ca-4608-93da-c481a3ddd5e1,The Valley,Latvia,Creeping buttercup,"Strawberry ",1970-05-30
03520768-efb4-4f39-8603-6674a41a5352,Cleveland,Belarus,Creeping buttercup,Clover,1906-10-08
297bfc8d-0d32-4db2-b52b-378215d9c167,Providence,Norway,Clover,Clover,1938-01-04
e7ac13d3-bf74-4734-b64b-7fc81ba8b462,Jaipur,Zambia,Chickweed,Clover,2006-06-16
87ea604e-e83e-4ec9-b388-dc97f495d09c,Auckland,France,Purslane,Carrot,1999-05-08
d3087b9f-f982-4014-b77b-c831be4fde55,Geneva,Latvia,Japanese knotweed,Aubergine,1936-03-15
ce71d723-2fb5-4334-b57c-89477eaee1e2,Phnom Penh,Algeria,Purslane,Chickweed,1946-09-15
4c142da4-776e-474f-b9da-181b8fa67c57,Saint John,Cambodia,Japanese knotweed,Cucumber,1937-03-22
1bb9c303-303a-4308-a8ca-5c82e7fcac83,Perth,Macao,Bindweed,Cucumber,1977-05-10
0a98bc12-f056-472b-a864-7e5661a2eca3,Amman,Greece,Creeping buttercup,Clover,1986-05-05
e25b1ac2-7c16-4aa7-8976-a0630156742d,Hamburg,Uganda,Bindweed,Carrot,1952-01-03
a86d2d36-94cf-436c-89f8-a425de1f4fe7,Pattaya,Puerto Rico,Japanese knotweed,Aubergine,1901-11-27
e1bac454-2405-4f38-b2e3-ac725359150a,Agartala,Montserrat,Plantain,Chickweed,2009-02-17
25c9bedb-3b58-4d2b-a550-d56af88b2015,Malé,American Samoa,Purslane,Clover,1935-11-01
d51e9813-1662-4925-95e2-a202bc894a16,Porto Velho,Ecuador,Bindweed,Plantain,2013-05-22
ad07b32a-d6c2-439e-8b7a-a62b532ab9c5,Dodoma,Antigua and Barbuda,Bindweed,Clover,1968-02-12
d09b6555-926a-4d5c-9134-5559523f13aa,Dededo,"Palestinian Territory, Occupied",Crabgrass,Clover,1953-04-07
df0f7d88-08da-4e27-a186-9169c80a7f11,Makati City,Guinea,Crabgrass,Chickweed,1943-07-16
dcdd25c6-5a4c-4eef-9d2a-fde91eb4220b,Yellowknife,Austria,Creeping buttercup,Cucumber,1950-03-24
acd9ae15-fba8-46f0-8217-229f1b359d1f,Nakhon Ratchasima,Venezuela,Clover,Clover,1943-01-26
b9bfc1a6-88ca-482f-9114-de8057ab96e0,Nagoya,Spain,Crabgrass,Cucumber,1956-06-04
103ade1b-4fe5-4080-9ff3-60dd93cf2b55,Bishkek,Mayotte,Japanese knotweed,Plantain,1967-03-28
a7d40dc2-57de-4fd6-8aec-709392c16313,Hanover,Guinea-Bissau,Bindweed,Cucumber,1917-04-27
1b02d7f9-0293-40a6-82ef-e9b39afa2adc,Damascus,Bahrain,Clover,Sunflower,1991-06-16
a349f746-7997-408f-91d5-37195924990c,Bandar Seri Begawan,United Kingdom,Bindweed,Chickweed,1979-12-03
39636081-4732-4539-b995-fa84bd0e07e3,Bratislava,"Korea, Republic of",Crabgrass,"Strawberry ",1949-03-20
30e53a4e-aba6-4075-be28-cb0dabcc5ee5,Nassau,Cook Islands,Clover,Plantain,1929-11-05
4edec0b4-6350-475f-bf00-224eaf8b3d00,Mashhad,Tonga,Chickweed,Clover,2013-11-05
84fd6978-1e6a-4457-8022-853de970f4d2,Nukus,Samoa,Japanese knotweed,Carrot,2013-01-03
72643d1a-36d3-4f6e-bc67-cb4b16ff9d99,Birmingham,United Kingdom,Bindweed,Clover,1982-01-01
94d25bfc-9ee1-43db-9597-a1eb8d59cb44,Osaka,Malta,Chickweed,"Strawberry ",1993-02-04
177d978c-0222-454a-9dac-f767a32e23e1,Dallas,RWANDA,Crabgrass,Cucumber,1988-11-19
d43b77d6-04df-4378-a012-45be10a7ee1b,Cape Town,San Marino,Creeping buttercup,Sunflower,1922-02-17
29365121-b5d1-4d97-9ab3-2e78150a98c2,Mérida,Guadeloupe,Purslane,Cucumber,1940-12-18
c51b39c5-879f-49b4-8fc3-484ec414d668,Medina,Cameroon,Purslane,Cucumber,2012-09-21
dceb4645-b437-40eb-8ba6-177369914f53,Honolulu,Poland,Purslane,Sunflower,1962-01-09
